date,guests,is_holiday,day_of_week,month,is_weekend,days_since_start,guests_lag_1,guests_lag_7,guests_lag_14,guests_lag_28,guests_mean_7,guests_mean_14,guests_mean_28
2022-09-25,16,0,6,9,1,267,17.0,22.0,22.0,30.0,20.0,20.928571428571427,21.607142857142858
2022-09-26,26,0,0,9,0,268,16.0,13.0,21.0,24.0,19.142857142857142,20.5,21.107142857142858
2022-09-27,28,0,1,9,0,269,26.0,21.0,14.0,18.0,21.0,20.857142857142858,21.178571428571427
2022-09-28,20,0,2,9,0,270,28.0,27.0,17.0,21.0,22.0,21.857142857142858,21.535714285714285
2022-09-29,22,0,3,9,0,271,20.0,21.0,23.0,18.0,21.0,22.071428571428573,21.5
2022-09-30,19,0,4,9,0,272,22.0,19.0,27.0,28.0,21.142857142857142,22.0,21.642857142857142
2022-10-01,26,0,5,10,1,273,19.0,17.0,29.0,29.0,21.142857142857142,21.428571428571427,21.321428571428573
2022-10-02,27,0,6,10,1,274,26.0,16.0,22.0,23.0,22.428571428571427,21.214285714285715,21.214285714285715
2022-10-03,21,0,0,10,0,275,27.0,26.0,13.0,23.0,24.0,21.571428571428573,21.357142857142858
2022-10-04,29,0,1,10,0,276,21.0,28.0,21.0,29.0,23.285714285714285,22.142857142857142,21.285714285714285
2022-10-05,25,0,2,10,0,277,29.0,20.0,27.0,12.0,23.428571428571427,22.714285714285715,21.285714285714285
2022-10-06,12,0,3,10,0,278,25.0,22.0,21.0,19.0,24.142857142857142,22.571428571428573,21.75
2022-10-07,19,0,4,10,0,279,12.0,19.0,19.0,20.0,22.714285714285715,21.928571428571427,21.5
2022-10-08,24,0,5,10,1,280,19.0,26.0,17.0,18.0,22.714285714285715,21.928571428571427,21.464285714285715
2022-10-09,24,0,6,10,1,281,24.0,27.0,16.0,22.0,22.428571428571427,22.428571428571427,21.678571428571427
2022-10-10,22,1,0,10,0,282,24.0,21.0,26.0,21.0,22.0,23.0,21.75
2022-10-11,23,0,1,10,0,283,22.0,29.0,28.0,14.0,22.142857142857142,22.714285714285715,21.785714285714285
2022-10-12,16,0,2,10,0,284,23.0,25.0,20.0,17.0,21.285714285714285,22.357142857142858,22.107142857142858
2022-10-13,20,0,3,10,0,285,16.0,12.0,22.0,23.0,20.0,22.071428571428573,22.071428571428573
2022-10-14,22,0,4,10,0,286,20.0,19.0,19.0,27.0,21.142857142857142,21.928571428571427,21.964285714285715
2022-10-15,28,0,5,10,1,287,22.0,24.0,26.0,29.0,21.571428571428573,22.142857142857142,21.785714285714285
2022-10-16,26,0,6,10,1,288,28.0,24.0,27.0,22.0,22.142857142857142,22.285714285714285,21.75
2022-10-17,28,0,0,10,0,289,26.0,22.0,21.0,13.0,22.428571428571427,22.214285714285715,21.892857142857142
2022-10-18,31,0,1,10,0,290,28.0,23.0,29.0,21.0,23.285714285714285,22.714285714285715,22.428571428571427
2022-10-19,22,0,2,10,0,291,31.0,16.0,25.0,27.0,24.428571428571427,22.857142857142858,22.785714285714285
2022-10-20,19,0,3,10,0,292,22.0,20.0,12.0,21.0,25.285714285714285,22.642857142857142,22.607142857142858
2022-10-21,25,0,4,10,0,293,19.0,22.0,19.0,19.0,25.142857142857142,23.142857142857142,22.535714285714285
2022-10-22,20,0,5,10,1,294,25.0,28.0,24.0,17.0,25.571428571428573,23.571428571428573,22.75
2022-10-23,22,0,6,10,1,295,20.0,26.0,24.0,16.0,24.428571428571427,23.285714285714285,22.857142857142858
2022-10-24,22,0,0,10,0,296,22.0,28.0,22.0,26.0,23.857142857142858,23.142857142857142,23.071428571428573
2022-10-25,19,0,1,10,0,297,22.0,31.0,23.0,28.0,23.0,23.142857142857142,22.928571428571427
2022-10-26,21,0,2,10,0,298,19.0,22.0,16.0,20.0,21.285714285714285,22.857142857142858,22.607142857142858
2022-10-27,30,0,3,10,0,299,21.0,19.0,20.0,22.0,21.142857142857142,23.214285714285715,22.642857142857142
2022-10-28,22,0,4,10,0,300,30.0,25.0,22.0,19.0,22.714285714285715,23.928571428571427,22.928571428571427
2022-10-29,19,0,5,10,1,301,22.0,20.0,28.0,26.0,22.285714285714285,23.928571428571427,23.035714285714285
2022-10-30,26,0,6,10,1,302,19.0,22.0,26.0,27.0,22.142857142857142,23.285714285714285,22.785714285714285
2022-10-31,25,0,0,10,0,303,26.0,22.0,28.0,21.0,22.714285714285715,23.285714285714285,22.75
2022-11-01,19,0,1,11,0,304,25.0,19.0,31.0,29.0,23.142857142857142,23.071428571428573,22.892857142857142
2022-11-02,16,0,2,11,0,305,19.0,21.0,22.0,25.0,23.142857142857142,22.214285714285715,22.535714285714285
2022-11-03,24,0,3,11,0,306,16.0,30.0,19.0,12.0,22.428571428571427,21.785714285714285,22.214285714285715
2022-11-04,21,0,4,11,0,307,24.0,22.0,25.0,19.0,21.571428571428573,22.142857142857142,22.642857142857142
2022-11-05,19,0,5,11,1,308,21.0,19.0,20.0,24.0,21.428571428571427,21.857142857142858,22.714285714285715
2022-11-06,24,0,6,11,1,309,19.0,26.0,22.0,24.0,21.428571428571427,21.785714285714285,22.535714285714285
2022-11-07,22,0,0,11,0,310,24.0,25.0,22.0,22.0,21.142857142857142,21.928571428571427,22.535714285714285
2022-11-08,21,0,1,11,0,311,22.0,19.0,19.0,23.0,20.714285714285715,21.928571428571427,22.535714285714285
2022-11-09,23,0,2,11,0,312,21.0,16.0,21.0,16.0,21.0,22.071428571428573,22.464285714285715
2022-11-10,18,0,3,11,0,313,23.0,24.0,30.0,20.0,22.0,22.214285714285715,22.714285714285715
2022-11-11,18,1,4,11,0,314,18.0,21.0,22.0,22.0,21.142857142857142,21.357142857142858,22.642857142857142
2022-11-12,19,0,5,11,1,315,18.0,19.0,19.0,28.0,20.714285714285715,21.071428571428573,22.5
2022-11-13,25,0,6,11,1,316,19.0,24.0,26.0,26.0,20.714285714285715,21.071428571428573,22.178571428571427
2022-11-14,26,0,0,11,0,317,25.0,22.0,25.0,28.0,20.857142857142858,21.0,22.142857142857142
2022-11-15,26,0,1,11,0,318,26.0,21.0,19.0,31.0,21.428571428571427,21.071428571428573,22.071428571428573
2022-11-16,19,0,2,11,0,319,26.0,23.0,16.0,22.0,22.142857142857142,21.571428571428573,21.892857142857142
2022-11-17,29,0,3,11,0,320,19.0,18.0,24.0,19.0,21.571428571428573,21.785714285714285,21.785714285714285
2022-11-18,24,0,4,11,0,321,29.0,18.0,21.0,25.0,23.142857142857142,22.142857142857142,22.142857142857142
2022-11-19,22,0,5,11,1,322,24.0,19.0,19.0,20.0,24.0,22.357142857142858,22.107142857142858
2022-11-20,22,0,6,11,1,323,22.0,25.0,24.0,22.0,24.428571428571427,22.571428571428573,22.178571428571427
2022-11-21,19,0,0,11,0,324,22.0,26.0,22.0,22.0,24.0,22.428571428571427,22.178571428571427
2022-11-22,21,0,1,11,0,325,19.0,26.0,21.0,19.0,23.0,22.214285714285715,22.071428571428573
2022-11-23,28,0,2,11,0,326,21.0,19.0,23.0,21.0,22.285714285714285,22.214285714285715,22.142857142857142
2022-11-24,23,1,3,11,0,327,28.0,29.0,18.0,30.0,23.571428571428573,22.571428571428573,22.392857142857142
2022-11-25,23,0,4,11,0,328,23.0,24.0,18.0,22.0,22.714285714285715,22.928571428571427,22.142857142857142
2022-11-26,13,0,5,11,1,329,23.0,22.0,19.0,19.0,22.571428571428573,23.285714285714285,22.178571428571427
2022-11-27,19,0,6,11,1,330,13.0,22.0,25.0,26.0,21.285714285714285,22.857142857142858,21.964285714285715
2022-11-28,24,0,0,11,0,331,19.0,19.0,26.0,25.0,20.857142857142858,22.428571428571427,21.714285714285715
2022-11-29,25,0,1,11,0,332,24.0,21.0,26.0,19.0,21.571428571428573,22.285714285714285,21.678571428571427
2022-11-30,22,0,2,11,0,333,25.0,28.0,19.0,16.0,22.142857142857142,22.214285714285715,21.892857142857142
2022-12-01,21,0,3,12,0,334,22.0,23.0,29.0,24.0,21.285714285714285,22.428571428571427,22.107142857142858
2022-12-02,23,0,4,12,0,335,21.0,23.0,24.0,21.0,21.0,21.857142857142858,22.0
2022-12-03,24,0,5,12,1,336,23.0,13.0,22.0,19.0,21.0,21.785714285714285,22.071428571428573
2022-12-04,21,0,6,12,1,337,24.0,19.0,22.0,24.0,22.571428571428573,21.928571428571427,22.25
2022-12-05,17,0,0,12,0,338,21.0,24.0,19.0,22.0,22.857142857142858,21.857142857142858,22.142857142857142
2022-12-06,21,0,1,12,0,339,17.0,25.0,21.0,21.0,21.857142857142858,21.714285714285715,21.964285714285715
2022-12-07,23,0,2,12,0,340,21.0,22.0,28.0,23.0,21.285714285714285,21.714285714285715,21.964285714285715
2022-12-08,17,0,3,12,0,341,23.0,21.0,23.0,18.0,21.428571428571427,21.357142857142858,21.964285714285715
2022-12-09,25,0,4,12,0,342,17.0,23.0,23.0,18.0,20.857142857142858,20.928571428571427,21.928571428571427
2022-12-10,24,0,5,12,1,343,25.0,24.0,13.0,19.0,21.142857142857142,21.071428571428573,22.178571428571427
2022-12-11,20,0,6,12,1,344,24.0,21.0,19.0,25.0,21.142857142857142,21.857142857142858,22.357142857142858
2022-12-12,20,0,0,12,0,345,20.0,17.0,24.0,26.0,21.0,21.928571428571427,22.178571428571427
2022-12-13,14,0,1,12,0,346,20.0,21.0,25.0,26.0,21.428571428571427,21.642857142857142,21.964285714285715
2022-12-14,21,0,2,12,0,347,14.0,23.0,22.0,19.0,20.428571428571427,20.857142857142858,21.535714285714285
2022-12-15,20,0,3,12,0,348,21.0,17.0,21.0,29.0,20.142857142857142,20.785714285714285,21.607142857142858
2022-12-16,19,0,4,12,0,349,20.0,25.0,23.0,24.0,20.571428571428573,20.714285714285715,21.285714285714285
2022-12-17,24,0,5,12,1,350,19.0,24.0,24.0,22.0,19.714285714285715,20.428571428571427,21.107142857142858
2022-12-18,28,0,6,12,1,351,24.0,20.0,21.0,22.0,19.714285714285715,20.428571428571427,21.178571428571427
2022-12-19,22,0,0,12,0,352,28.0,20.0,17.0,19.0,20.857142857142858,20.928571428571427,21.392857142857142
2022-12-20,15,0,1,12,0,353,22.0,14.0,21.0,21.0,21.142857142857142,21.285714285714285,21.5
2022-12-21,14,0,2,12,0,354,15.0,21.0,23.0,28.0,21.285714285714285,20.857142857142858,21.285714285714285
2022-12-22,28,0,3,12,0,355,14.0,20.0,17.0,23.0,20.285714285714285,20.214285714285715,20.785714285714285
2022-12-23,18,0,4,12,0,356,28.0,19.0,25.0,23.0,21.428571428571427,21.0,20.964285714285715
2022-12-24,28,0,5,12,1,357,18.0,24.0,24.0,13.0,21.285714285714285,20.5,20.785714285714285
2022-12-25,21,1,6,12,1,358,28.0,28.0,20.0,19.0,21.857142857142858,20.785714285714285,21.321428571428573
2022-12-26,17,1,0,12,0,359,21.0,22.0,20.0,24.0,20.857142857142858,20.857142857142858,21.392857142857142
2022-12-27,17,0,1,12,0,360,17.0,15.0,14.0,25.0,20.142857142857142,20.642857142857142,21.142857142857142
2022-12-28,15,0,2,12,0,361,17.0,14.0,21.0,22.0,20.428571428571427,20.857142857142858,20.857142857142858
2022-12-29,23,0,3,12,0,362,15.0,28.0,20.0,21.0,20.571428571428573,20.428571428571427,20.607142857142858
2022-12-30,27,0,4,12,0,363,23.0,18.0,19.0,23.0,19.857142857142858,20.642857142857142,20.678571428571427
2022-12-31,17,0,5,12,1,364,27.0,28.0,24.0,24.0,21.142857142857142,21.214285714285715,20.821428571428573
2023-01-01,20,1,6,1,1,365,17.0,21.0,28.0,21.0,19.571428571428573,20.714285714285715,20.571428571428573
2023-01-02,20,1,0,1,0,366,20.0,17.0,22.0,17.0,19.428571428571427,20.142857142857142,20.535714285714285
2023-01-03,31,0,1,1,0,367,20.0,17.0,15.0,21.0,19.857142857142858,20.0,20.642857142857142
2023-01-04,19,0,2,1,0,368,31.0,15.0,14.0,23.0,21.857142857142858,21.142857142857142,21.0
2023-01-05,25,0,3,1,0,369,19.0,23.0,28.0,17.0,22.428571428571427,21.5,20.857142857142858
2023-01-06,27,0,4,1,0,370,25.0,27.0,18.0,25.0,22.714285714285715,21.285714285714285,21.142857142857142
2023-01-07,18,0,5,1,1,371,27.0,17.0,28.0,24.0,22.714285714285715,21.928571428571427,21.214285714285715
2023-01-08,21,0,6,1,1,372,18.0,20.0,21.0,20.0,22.857142857142858,21.214285714285715,21.0
2023-01-09,18,0,0,1,0,373,21.0,20.0,17.0,20.0,23.0,21.214285714285715,21.035714285714285
2023-01-10,27,0,1,1,0,374,18.0,31.0,17.0,14.0,22.714285714285715,21.285714285714285,20.964285714285715
2023-01-11,25,0,2,1,0,375,27.0,19.0,15.0,21.0,22.142857142857142,22.0,21.428571428571427
2023-01-12,24,0,3,1,0,376,25.0,25.0,23.0,20.0,23.0,22.714285714285715,21.571428571428573
2023-01-13,21,0,4,1,0,377,24.0,27.0,27.0,19.0,22.857142857142858,22.785714285714285,21.714285714285715
2023-01-14,23,0,5,1,1,378,21.0,18.0,17.0,24.0,22.0,22.357142857142858,21.785714285714285
2023-01-15,21,0,6,1,1,379,23.0,21.0,20.0,28.0,22.714285714285715,22.785714285714285,21.75
2023-01-16,11,1,0,1,0,380,21.0,18.0,20.0,22.0,22.714285714285715,22.857142857142858,21.5
2023-01-17,25,0,1,1,0,381,11.0,27.0,31.0,15.0,21.714285714285715,22.214285714285715,21.107142857142858
2023-01-18,25,0,2,1,0,382,25.0,25.0,19.0,14.0,21.428571428571427,21.785714285714285,21.464285714285715
2023-01-19,14,0,3,1,0,383,25.0,24.0,25.0,28.0,21.428571428571427,22.214285714285715,21.857142857142858
2023-01-20,20,0,4,1,0,384,14.0,21.0,27.0,18.0,20.0,21.428571428571427,21.357142857142858
2023-01-21,25,0,5,1,1,385,20.0,23.0,18.0,28.0,19.857142857142858,20.928571428571427,21.428571428571427
2023-01-22,21,0,6,1,1,386,25.0,21.0,21.0,21.0,20.142857142857142,21.428571428571427,21.321428571428573
2023-01-23,19,0,0,1,0,387,21.0,11.0,18.0,17.0,20.142857142857142,21.428571428571427,21.321428571428573
2023-01-24,14,0,1,1,0,388,19.0,25.0,27.0,17.0,21.285714285714285,21.5,21.392857142857142
2023-01-25,19,0,2,1,0,389,14.0,25.0,25.0,15.0,19.714285714285715,20.571428571428573,21.285714285714285
2023-01-26,19,0,3,1,0,390,19.0,14.0,24.0,23.0,18.857142857142858,20.142857142857142,21.428571428571427
2023-01-27,14,0,4,1,0,391,19.0,20.0,21.0,27.0,19.571428571428573,19.785714285714285,21.285714285714285
2023-01-28,22,0,5,1,1,392,14.0,25.0,23.0,17.0,18.714285714285715,19.285714285714285,20.821428571428573
2023-01-29,26,0,6,1,1,393,22.0,21.0,21.0,20.0,18.285714285714285,19.214285714285715,21.0
2023-01-30,24,0,0,1,0,394,26.0,19.0,11.0,20.0,19.0,19.571428571428573,21.214285714285715
2023-01-31,20,0,1,1,0,395,24.0,14.0,25.0,31.0,19.714285714285715,20.5,21.357142857142858
2023-02-01,26,0,2,2,0,396,20.0,19.0,25.0,19.0,20.571428571428573,20.142857142857142,20.964285714285715
2023-02-02,24,0,3,2,0,397,26.0,19.0,14.0,25.0,21.571428571428573,20.214285714285715,21.214285714285715
2023-02-03,22,0,4,2,0,398,24.0,14.0,20.0,27.0,22.285714285714285,20.928571428571427,21.178571428571427
2023-02-04,22,0,5,2,1,399,22.0,22.0,25.0,18.0,23.428571428571427,21.071428571428573,21.0
2023-02-05,23,0,6,2,1,400,22.0,26.0,21.0,21.0,23.428571428571427,20.857142857142858,21.142857142857142
2023-02-06,22,0,0,2,0,401,23.0,24.0,19.0,18.0,23.0,21.0,21.214285714285715
2023-02-07,19,0,1,2,0,402,22.0,20.0,14.0,27.0,22.714285714285715,21.214285714285715,21.357142857142858
2023-02-08,19,0,2,2,0,403,19.0,26.0,19.0,25.0,22.571428571428573,21.571428571428573,21.071428571428573
2023-02-09,21,0,3,2,0,404,19.0,24.0,19.0,24.0,21.571428571428573,21.571428571428573,20.857142857142858
2023-02-10,30,0,4,2,0,405,21.0,22.0,14.0,21.0,21.142857142857142,21.714285714285715,20.75
2023-02-11,23,0,5,2,1,406,30.0,22.0,22.0,23.0,22.285714285714285,22.857142857142858,21.071428571428573
2023-02-12,27,0,6,2,1,407,23.0,23.0,26.0,21.0,22.428571428571427,22.928571428571427,21.071428571428573
2023-02-13,22,0,0,2,0,408,27.0,22.0,24.0,11.0,23.0,23.0,21.285714285714285
2023-02-14,20,0,1,2,0,409,22.0,19.0,20.0,25.0,23.0,22.857142857142858,21.678571428571427
2023-02-15,12,0,2,2,0,410,20.0,19.0,26.0,25.0,23.142857142857142,22.857142857142858,21.5
2023-02-16,24,0,3,2,0,411,12.0,21.0,24.0,14.0,22.142857142857142,21.857142857142858,21.035714285714285
2023-02-17,22,0,4,2,0,412,24.0,30.0,22.0,20.0,22.571428571428573,21.857142857142858,21.392857142857142
2023-02-18,15,0,5,2,1,413,22.0,23.0,22.0,25.0,21.428571428571427,21.857142857142858,21.464285714285715
2023-02-19,21,0,6,2,1,414,15.0,27.0,23.0,21.0,20.285714285714285,21.357142857142858,21.107142857142858
2023-02-20,14,1,0,2,0,415,21.0,22.0,22.0,19.0,19.428571428571427,21.214285714285715,21.107142857142858
2023-02-21,24,0,1,2,0,416,14.0,20.0,19.0,14.0,18.285714285714285,20.642857142857142,20.928571428571427
2023-02-22,32,0,2,2,0,417,24.0,12.0,19.0,19.0,18.857142857142858,21.0,21.285714285714285
2023-02-23,22,0,3,2,0,418,32.0,24.0,21.0,19.0,21.714285714285715,21.928571428571427,21.75
2023-02-24,18,0,4,2,0,419,22.0,22.0,30.0,14.0,21.428571428571427,22.0,21.857142857142858
2023-02-25,17,0,5,2,1,420,18.0,15.0,23.0,22.0,20.857142857142858,21.142857142857142,22.0
2023-02-26,24,0,6,2,1,421,17.0,21.0,27.0,26.0,21.142857142857142,20.714285714285715,21.821428571428573
2023-02-27,25,0,0,2,0,422,24.0,14.0,22.0,24.0,21.571428571428573,20.5,21.75
2023-02-28,21,0,1,2,0,423,25.0,24.0,20.0,20.0,23.142857142857142,20.714285714285715,21.785714285714285
2023-03-01,27,0,2,3,0,424,21.0,32.0,12.0,26.0,22.714285714285715,20.785714285714285,21.821428571428573
2023-03-02,22,0,3,3,0,425,27.0,22.0,24.0,24.0,22.0,21.857142857142858,21.857142857142858
2023-03-03,23,0,4,3,0,426,22.0,18.0,22.0,22.0,22.0,21.714285714285715,21.785714285714285
2023-03-04,26,0,5,3,1,427,23.0,17.0,15.0,22.0,22.714285714285715,21.785714285714285,21.821428571428573
2023-03-05,26,0,6,3,1,428,26.0,24.0,21.0,23.0,24.0,22.571428571428573,21.964285714285715
2023-03-06,23,0,0,3,0,429,26.0,25.0,14.0,22.0,24.285714285714285,22.928571428571427,22.071428571428573
2023-03-07,19,0,1,3,0,430,23.0,21.0,24.0,19.0,24.0,23.571428571428573,22.107142857142858
2023-03-08,24,0,2,3,0,431,19.0,27.0,32.0,19.0,23.714285714285715,23.214285714285715,22.107142857142858
2023-03-09,25,0,3,3,0,432,24.0,22.0,22.0,21.0,23.285714285714285,22.642857142857142,22.285714285714285
2023-03-10,24,0,4,3,0,433,25.0,23.0,18.0,30.0,23.714285714285715,22.857142857142858,22.428571428571427
2023-03-11,18,0,5,3,1,434,24.0,26.0,17.0,23.0,23.857142857142858,23.285714285714285,22.214285714285715
2023-03-12,18,0,6,3,1,435,18.0,26.0,24.0,27.0,22.714285714285715,23.357142857142858,22.035714285714285
2023-03-13,19,0,0,3,0,436,18.0,23.0,25.0,22.0,21.571428571428573,22.928571428571427,21.714285714285715
2023-03-14,22,0,1,3,0,437,19.0,19.0,21.0,20.0,21.0,22.5,21.607142857142858
2023-03-15,24,0,2,3,0,438,22.0,24.0,27.0,12.0,21.428571428571427,22.571428571428573,21.678571428571427
2023-03-16,13,0,3,3,0,439,24.0,25.0,22.0,24.0,21.428571428571427,22.357142857142858,22.107142857142858
2023-03-17,20,0,4,3,0,440,13.0,24.0,23.0,22.0,19.714285714285715,21.714285714285715,21.714285714285715
2023-03-18,22,0,5,3,1,441,20.0,18.0,26.0,15.0,19.142857142857142,21.5,21.642857142857142
2023-03-19,14,0,6,3,1,442,22.0,18.0,26.0,21.0,19.714285714285715,21.214285714285715,21.892857142857142
2023-03-20,18,0,0,3,0,443,14.0,19.0,23.0,14.0,19.142857142857142,20.357142857142858,21.642857142857142
2023-03-21,18,0,1,3,0,444,18.0,22.0,19.0,24.0,19.0,20.0,21.785714285714285
2023-03-22,24,0,2,3,0,445,18.0,24.0,24.0,32.0,18.428571428571427,19.928571428571427,21.571428571428573
2023-03-23,28,0,3,3,0,446,24.0,13.0,25.0,22.0,18.428571428571427,19.928571428571427,21.285714285714285
2023-03-24,16,0,4,3,0,447,28.0,20.0,24.0,18.0,20.571428571428573,20.142857142857142,21.5
2023-03-25,26,0,5,3,1,448,16.0,22.0,18.0,17.0,20.0,19.571428571428573,21.428571428571427
2023-03-26,19,0,6,3,1,449,26.0,14.0,18.0,24.0,20.571428571428573,20.142857142857142,21.75
2023-03-27,22,0,0,3,0,450,19.0,18.0,19.0,25.0,21.285714285714285,20.214285714285715,21.571428571428573
2023-03-28,31,0,1,3,0,451,22.0,18.0,22.0,21.0,21.857142857142858,20.428571428571427,21.464285714285715
2023-03-29,22,0,2,3,0,452,31.0,24.0,24.0,27.0,23.714285714285715,21.071428571428573,21.821428571428573
2023-03-30,24,0,3,3,0,453,22.0,28.0,13.0,22.0,23.428571428571427,20.928571428571427,21.642857142857142
2023-03-31,15,0,4,3,0,454,24.0,16.0,20.0,23.0,22.857142857142858,21.714285714285715,21.714285714285715
2023-04-01,22,0,5,4,1,455,15.0,26.0,22.0,26.0,22.714285714285715,21.357142857142858,21.428571428571427
2023-04-02,21,0,6,4,1,456,22.0,19.0,14.0,26.0,22.142857142857142,21.357142857142858,21.285714285714285
2023-04-03,15,0,0,4,0,457,21.0,22.0,18.0,23.0,22.428571428571427,21.857142857142858,21.107142857142858
2023-04-04,21,0,1,4,0,458,15.0,31.0,18.0,19.0,21.428571428571427,21.642857142857142,20.821428571428573
2023-04-05,21,0,2,4,0,459,21.0,22.0,24.0,24.0,20.0,21.857142857142858,20.892857142857142
2023-04-06,18,0,3,4,0,460,21.0,24.0,28.0,25.0,19.857142857142858,21.642857142857142,20.785714285714285
2023-04-07,25,0,4,4,0,461,18.0,15.0,16.0,24.0,19.0,20.928571428571427,20.535714285714285
2023-04-08,27,0,5,4,1,462,25.0,22.0,26.0,18.0,20.428571428571427,21.571428571428573,20.571428571428573
2023-04-09,17,0,6,4,1,463,27.0,21.0,19.0,18.0,21.142857142857142,21.642857142857142,20.892857142857142
2023-04-10,28,0,0,4,0,464,17.0,15.0,22.0,19.0,20.571428571428573,21.5,20.857142857142858
2023-04-11,22,0,1,4,0,465,28.0,21.0,31.0,22.0,22.428571428571427,21.928571428571427,21.178571428571427
2023-04-12,21,0,2,4,0,466,22.0,21.0,22.0,24.0,22.571428571428573,21.285714285714285,21.178571428571427
2023-04-13,20,0,3,4,0,467,21.0,18.0,24.0,13.0,22.571428571428573,21.214285714285715,21.071428571428573
2023-04-14,21,0,4,4,0,468,20.0,25.0,15.0,20.0,22.857142857142858,20.928571428571427,21.321428571428573
2023-04-15,25,0,5,4,1,469,21.0,27.0,22.0,22.0,22.285714285714285,21.357142857142858,21.357142857142858
2023-04-16,15,0,6,4,1,470,25.0,17.0,21.0,14.0,22.0,21.571428571428573,21.464285714285715
2023-04-17,23,0,0,4,0,471,15.0,28.0,15.0,18.0,21.714285714285715,21.142857142857142,21.5
2023-04-18,19,0,1,4,0,472,23.0,22.0,21.0,18.0,21.0,21.714285714285715,21.678571428571427
2023-04-19,20,0,2,4,0,473,19.0,21.0,21.0,24.0,20.571428571428573,21.571428571428573,21.714285714285715
2023-04-20,24,0,3,4,0,474,20.0,20.0,18.0,28.0,20.428571428571427,21.5,21.571428571428573
2023-04-21,13,0,4,4,0,475,24.0,21.0,25.0,16.0,21.0,21.928571428571427,21.428571428571427
2023-04-22,10,0,5,4,1,476,13.0,25.0,27.0,26.0,19.857142857142858,21.071428571428573,21.321428571428573
2023-04-23,15,0,6,4,1,477,10.0,15.0,17.0,19.0,17.714285714285715,19.857142857142858,20.75
2023-04-24,20,0,0,4,0,478,15.0,23.0,28.0,22.0,17.714285714285715,19.714285714285715,20.607142857142858
2023-04-25,20,0,1,4,0,479,20.0,19.0,22.0,31.0,17.285714285714285,19.142857142857142,20.535714285714285
2023-04-26,24,0,2,4,0,480,20.0,20.0,21.0,22.0,17.428571428571427,19.0,20.142857142857142
2023-04-27,22,0,3,4,0,481,24.0,24.0,20.0,24.0,18.0,19.214285714285715,20.214285714285715
2023-04-28,15,0,4,4,0,482,22.0,13.0,21.0,15.0,17.714285714285715,19.357142857142858,20.142857142857142
2023-04-29,23,0,5,4,1,483,15.0,10.0,25.0,22.0,18.0,18.928571428571427,20.142857142857142
2023-04-30,27,0,6,4,1,484,23.0,15.0,15.0,21.0,19.857142857142858,18.785714285714285,20.178571428571427
2023-05-01,23,0,0,5,0,485,27.0,20.0,23.0,15.0,21.571428571428573,19.642857142857142,20.392857142857142
2023-05-02,22,0,1,5,0,486,23.0,20.0,19.0,21.0,22.0,19.642857142857142,20.678571428571427
2023-05-03,18,0,2,5,0,487,22.0,24.0,20.0,21.0,22.285714285714285,19.857142857142858,20.714285714285715
2023-05-04,24,0,3,5,0,488,18.0,22.0,24.0,18.0,21.428571428571427,19.714285714285715,20.607142857142858
2023-05-05,20,0,4,5,0,489,24.0,15.0,13.0,25.0,21.714285714285715,19.714285714285715,20.821428571428573
2023-05-06,17,0,5,5,1,490,20.0,23.0,10.0,27.0,22.428571428571427,20.214285714285715,20.642857142857142
2023-05-07,19,0,6,5,1,491,17.0,27.0,15.0,17.0,21.571428571428573,20.714285714285715,20.285714285714285
2023-05-08,23,0,0,5,0,492,19.0,23.0,20.0,28.0,20.428571428571427,21.0,20.357142857142858
2023-05-09,23,0,1,5,0,493,23.0,22.0,20.0,22.0,20.428571428571427,21.214285714285715,20.178571428571427
2023-05-10,19,0,2,5,0,494,23.0,18.0,24.0,21.0,20.571428571428573,21.428571428571427,20.214285714285715
2023-05-11,23,0,3,5,0,495,19.0,24.0,22.0,20.0,20.714285714285715,21.071428571428573,20.142857142857142
2023-05-12,17,0,4,5,0,496,23.0,20.0,15.0,21.0,20.571428571428573,21.142857142857142,20.25
2023-05-13,20,0,5,5,1,497,17.0,17.0,23.0,25.0,20.142857142857142,21.285714285714285,20.107142857142858
2023-05-14,18,0,6,5,1,498,20.0,19.0,27.0,15.0,20.571428571428573,21.071428571428573,19.928571428571427
2023-05-15,23,0,0,5,0,499,18.0,23.0,23.0,23.0,20.428571428571427,20.428571428571427,20.035714285714285
2023-05-16,21,0,1,5,0,500,23.0,23.0,22.0,19.0,20.428571428571427,20.428571428571427,20.035714285714285
2023-05-17,21,0,2,5,0,501,21.0,19.0,18.0,20.0,20.142857142857142,20.357142857142858,20.107142857142858
2023-05-18,24,0,3,5,0,502,21.0,23.0,24.0,24.0,20.428571428571427,20.571428571428573,20.142857142857142
2023-05-19,29,0,4,5,0,503,24.0,17.0,20.0,13.0,20.571428571428573,20.571428571428573,20.142857142857142
2023-05-20,24,0,5,5,1,504,29.0,20.0,17.0,10.0,22.285714285714285,21.214285714285715,20.714285714285715
2023-05-21,18,0,6,5,1,505,24.0,18.0,19.0,15.0,22.857142857142858,21.714285714285715,21.214285714285715
2023-05-22,31,0,0,5,0,506,18.0,23.0,23.0,20.0,22.857142857142858,21.642857142857142,21.321428571428573
2023-05-23,19,0,1,5,0,507,31.0,21.0,23.0,20.0,24.0,22.214285714285715,21.714285714285715
